@relation comments
@attribute content string
@attribute result {-10,0,10}
@data
'man to hip hop einai mousikh ekfrashs einai mousikh zwhs einai mousikh ali8ini  ksupna kai anoikse kana vivlio anoikse ta  matia sou na deis gurw sou ti paizei ti einai ti simenei to hip hop  kai meta ela pes mou an lew pipes  mou bgikan ta 15xrona ta poutanopaida kai krazoun kai lene malakies anti na anoiksoun ta strava tous anti na to voulosoun kai apla na akoune tin mousikh auth min krineis kati pou dn to exeis ma8ei pou dn to exeis niosei pou dn dn dn dn dn dn',0
'den xreiazetai na sigkrinis auton me tn xatzigiannh einai i pio apotyximeni sygkrisi  safws kalyteros o  xatzigiannis opos k an t kanume',0
'apistefto kommati',0
'kai vrikes meros grapsis ton  pono sou esy axxaaxxaxaxa',0
'kai  geia sas',0
'agori m eiai 8auma na  sunexiseis na tragoudas gt exeis fwnara',0
'spore bgale to  video',0
'dn yparxoun afta xd',0
'kl me ayto to tragoudi megalosa  ) ) ) )  fobero to olo cd  (  kapou prepi na to exo akoma ) to psaxa poli ayto to tragoudi mpravo se ayton pou to anebase  p',0
'afiste to stin kapsa tou na piei kai na kaei ante  geia  fygame pali',0
'mpravo  re lampre eisai meraklis mpravo soy',0
'genia tou 91 kai  dwstou',0
'o  panos kalidis einai o pio ntropalos dn fainete pou8ena sto video clip  d',0
'dwse  re tito  )',0
'xaxaxa gia ola eu8inete i gkomena sto terma are megale  takare dose kai sose xaxaxa autos eisai',0
'autos einai o arxontas tis  pistas',0
'osoi den 3eroun apo mousikh as mhn milane kalutera gia to monikaki oti kalutero  sto eidos ths re travate na akousete mpezantakou kai malakies kai afhste mas ston kosmo ton alhthino',0
'a autos einai  ton eixa dei sto caramela ok den kobo k fleva me tin fwni (gia to soma den tha pw tpt apla athlio  )',0
'kourastika',0
'poli kalo  videaki  )  gj',0
'oraios',0
'vasilli zoume gia  na se akoume kai osoi de se akoune na pan na gamithoune',0
'mporei kapoios  na moy pei  tin seira ton diss poy eginan anamesa stoys bhtapeis kai stoys giants',0
'gia ena gamisi piagame ki afisame  ixni 3 500 xronia hahahahah',0
'pantou poutana  ola',0
'ti les re file afou i foni tou exei  provlima kai i kopela dipla einai anapiroi diladi oi anthopoi exoun ta problimata tous kai tha pigenoyn se satirikes ekpompes ektos kai an to kanoun sta psemata mporei na alazei autos ti foni tou kai ayth na kathete sta psemata sto karotsaki alla ego satiriki ekpompi na koroideyei arostous den exo dei pote ara gioa mena einai kononiki ekpombi',0
'kane me add sto facebook kai tha sou stilw apo  ekei an thes george fort bravo ioannou',0
'den katafera',0
'ufo',0
'teleio',0
'panta xamogela )  akoma  kai ctic diskliec su  gt etc ein h zwii p',0
'mono ekato fores sigoura  itan parapano antonaki',0
'sta fonitika einai i germanou i  einai i idea mou )',0
'oidipodas vari  lew',0
'para pl  kalo bravo',0
'to elato ton  pairnei k gernei  peuko rulez',0
'gamhste ton pousth ton  olympiako',0
'2 match protathlimatos 1 mats kipellou kai dio mats play off  anameca se paok kai aek th sezon 2011-2012  paok-koula 4-1 (se nikec)',0
'nmz eine  diss ston teemo',0
'ti leei 2 06 me 2 08 kou lou  mou kai taf man pafa poufa ax men',0
'paidia to pio gamato site gia torrents einai to p2planet  deite to',0
'popo re file gamato me exi sthli kanonika twra  e',0
'poso dystixismenos eise re flore',0
'xaxaxaxaxaxaxaxa katapliktikos  poio  polu me ta logia ths kopelas  xaxaxaxaxaxaxaxaxaxaxa',0
're sy legend afou den gamas pou den gamas  den gamiese  (tzampa)  na ehoume mia akomi poustra diathesimi gia sex hahahahaha alitako les gia tis manades twn allwn logia megala mallon  esy apo tin diki sou eheis dei terata kai simeia kai pisteveis re polyspermiko dimiourgima oti oles einai idies hahaha ti na sou pw re pipa hahaha perastika allo kako na min se vrei hahaha kaimene toulahiston perneis polla dwrakia re sy  etsi',0
'gmsta pshle se kapoio video paizei na nai  kai h fatsa sou me gkrimatsa  den kserw kata poso fainetai omws xaxaxa',0
' kainouria kamera e e  ka8ismenos sta skalakia onirevome souvlakia kai exw mia draxmi skertsoza den m ftanei gia  gazoza ka8e p peinaw ka8e p peinaw mou rxete na faw m rxete na faw na dagkwsw ax kai na dagkwsw korh me ta matia ta megala  perimene me mori morh poutana maria perimene ekei morh  stella fuge 8a se skot stella fuge 8a se skotwsw stella kripsou p lyrics',0
'kalo video ta christougenna einai gia olous',0
'pontioi htan',0
'euxaristw poly  d poio ipoloipo  auto  exw mono perimenes olo to tragoudi  den einai olokliro tragoudi  mono auto einai  signwmi',0
'ti  omorfi ekpliksi nektarie to latreuw ti mou thimises twra',0
'vasika twra p to xanavlepw nomizw oti einai retsina malamatina  hahaha  eleos  pantws ean einai gialino tha borouse na ton skwtosei  den nomizw na t diakindineue kapoios',0
'aftoi einai paixtes kai makari na meinei stin aekara to tragoudi pos to  lene',0
'2 00 ante xesou blaka kateba  apo to trapezi aidia',0
'katw  i skylo-pop epitelous  sinafi',0
'h kalieterh skhnh me to  teliotato kommati na thn antiprosopeuei',0
'exo anevasei ego ta ipoloipa gia opoion  ta psaxnei kai endiaferetai',0
'xaxaxaxa  sinadelfos kai eseis dld d',0
'einai pou i kokinh den exoune  hacks na i apodiksei',0
'aderfe gamiseta einai  to kommati bravo sou  )',0
'in my saddle bag full of bread game shows and a plastic violin oh  no damn penny for the groom before you will married to kiss you once  i tell fairy tales to exorcise evil to become everything magically with a dance stairs brought me up before i fall low now i look back to past  well game the women s kissing ah ah ah game  made me a delicious lady oh  no damn penny for the groom before you will married to kiss you once',0
's efxaristw poly kai  pali -) ) ) )',0
'pantos kai  h papoutsh ta edwse ola stn sugkekrimenh epi8ewrhsh  )',0
'',0
'apolyth',0
'egw  tha sagapaw',0
'mprabo pedia poli kali mousiki na  to balete sto itunes na parete kanena fragagi kai na grapsete kiala  )',0
'perfect  )',0
'ego eimai 24 kai sinomilikoi mou den xeroun kan onomata  tipou sidiropoulos aphrodite s child  steppen wolf ktl mousiki paideia miden',0
'ti leei re o malakas borgir  kai pali borgir den yparxei sugkrish safws anwtwroi se ola',0
'poli klaparhidia video',0
'oi 23 p exoun kanei dislike  malon exoun autin on p agapane makria tous 3',0
'poios karagkiozis ekane to vinteo kai anevazei eikones apo poreies tou pame kai apo tin perifrourisi tou kai meta deixnei kai ethnikistikes eikones xilies fores nekros para  summaxos me deksio',-10
're apofasiste telika ti eiste ti ellhnika ss mou les  tous tagmatasfalites les exeis kai ss sto onoma sou  apo tin  mia lete den eimaste nazi eimaste ethnikistes kai apo tin alli grafete ss kai sieg heil',-10
'thanatos  stous anarxokoumounistes',10
'ante re  anarxoaplute pou fwnazeis ante psofa pseutoideologe ante na pas na doulepseis na gineis xrisimos k ase tis magkies autes pou ksereis',10
'to na eisai ethnikistis einia kati to kalo polloi  ethnikistes apla ginontai fasistes akraioi ethnikistes gia sena ti simainei ethnikistis giati oloi nomizoume oti einai kati akraio',-10
'file akribos auto lew k egw sta pedia sto sxolio  kai simfonoume agapame ellada e8nikisti gourouni mas lene  t 8a pei e8nikistis dn xeroun oi papares  alla ksipname emeis ta pedia kai se 4-5 xronakia 8a e3igi8oume mia g panta',-10
'h fili sou h tourkh esfaksan  tous ellhnes  emeis hmaste ellhnes kai oxi germanoi blaka h prodotes  (diabase biblia einai ta kke tsiprides samarades venizeli anarxokomuni asxete',10
'den  eimai fasistas agramate kai amathe  eimai ellinas ethnikistis fasista na apokaleis tous filous sou  sas gamo to politehneio k tous bastardoys tous daskalous sas pou sas ekanan anthellines  den xerete ti sas perimenei to 12',10
'xisia stin kolotripida tis kologrias tis psofias tis mana sou mori loulou  axaxaaxaxaxaxa  sas gamao to poustosogo ola ta thulika sas floroathinaioi sas  gamane mexri kai oi lathrometanastes axaxaxaxa',10
'eimai fasistakos k xarika pou o mpatsos skotwse ton alex ti wraia pou ta les alla dn apanthses se  tipota k ektos apo yvreis  (synh8hs taktikh)  twn anarxoaplytwn pou to pezoun  aploi polites  alla 3exnoun pws dn einai oloi oi astynomikoi mpatsoi  k otan tous peftei h maska milane gia fasistes k neraides agapoula perastika',10
'e)  en meroi exeis dikaio  o synxronos anarxikos  (kai kommounistis kai genika aristeros)  exei na  anatrepsei dyo pragmata  thn oikonomia ws exei kai thn koinonia ws exei  to oti oi anarxikoi exoun ena idiaitero kollima me koinonika zitimata einai gegonos  ayto ofeilete kyrios sthn  (en merh swsth kat eme)  prosegkisi oti to vasiko pragma pou prepei na allakseis einai o anthropos 4 a)  eimai anarxokomounistis ) b)  oxi anagkaiw  isos anapofeufkto',-10
'liga gia  tin evelina min sou gamisw kana spiti kargioli lathrometanasth',10
'1 28 dn leei enas aplitos leei enas kafros kai meta enas aplitos  skilos  )  watch out',10
'e8nikistes exei para pollous h 8ura 13  h  original einai tiga stous anarxes xrush avgh  peristeri  8ura 13',10
'tolmate re kai lete emas dolofonous  anistorite  alla den eiste tipota apo ena matso anarxo-provata  prodotes tou e8nous  tolmate kai lete emas dolofonous  dolofonoi einai ta aderfia sou nai autous pou dineis dwrean revma  autous pou me to paramikro tous anagnwrizeis san kyprious polites  autous pou dexese tin simaia tous a signwmi  3exasa ton mega dolofono tis sixronis istorias tis kyprou  ton dimitri xristofia sigxaritiria  kator8oma  me ena sparo 13 trigwnia eyge',10
'to perimena na do ton karierista boridi ton mister faflata plevri ton boubouko georgiadi kai ton arxikolotoumpa velopoulo na sernonte san ta bromoskyla piso sto komma tou arxikolotoumpiasanta proedrou samara  to mono pou exo na tous po einai evge pou pigate sto komma pou opote exei kyvernisi tin ellada  i xora exei ypostei maziki eisvoli lathrometanaston (90-93  alvanoi-2004-2009 kathe karydias karydi) apla den mporousa pote na fantasto oti gia 7 0 mistho tha  poulagan ton ellinismo erpeta',10
'sas gamame tis manes poutanas gioi kai mas lete roufianous ama den boreite na stathite opadika aniparktoi allakse polh psetoanarxoaytonomoi apo to 2007 kai skoulikia mia zwh roufianoi milate gia batsous apo thn stigmh pou ta kelia einai  aspromayra iraklidis deixate poso mikrh eiste kai poso axabaristoi valate ton pitsirika mesa apo to xesimo sta pantelonia sas oute katalavate thn mlkia pou kanate valate ton batso spiti sas tourkos einai o babas sas leyteria sta paidia',10
'kratate syntrofoi xaxaxaxaxaxaxaxaxaxaaxcxaxaxaxaxaxaxaxaxaxaxa sto 0 15 aisto dialo komatoskula anarxokoumounistes o karkinos  ths elladas mas',10
'eiste oloi asxetoi paidia kai signwmi pou to lew me ayton ton tropo stin texni opos mousiki  zwgrafiki kai theatro den yparxoune synora poly apla giati to myalo twn anthropon ayton einai poly pio panw apo tis kathimerines enaeries paraviaseis kai  den exoune kamia sxesi me tin eksoteriki politiki twn 2 xwrwn ante gaiti mou fenete pws oi ethnikistes exoune xasei to noima',-10
'dinei psifo kai ithagenia stous lathrometanastes katevazei tin oikona tou xristou  apo ta sxolia vgazei to ethnosimo apo ta xitonia apagoreuei ta armata apo tis parelaseis xipniste re',10
'o  gatos patriwtis oxi ethnikistis',10
'mpastardopoule  eisai sigoura ellhnas h eisai mpastardemenos onoma kai pragma  epeidh milhses gia anthellhnes  oxi tipota allo oso tha sas thn spane ta greeklish  toso tha grafw greeklish  gia na goustaroume h kupros ornio  xa8hke apo tous amerikanous  prokeimenou na riksoun ton papadopoulo ki epeidh o deuteros petakse apo to paixnidi tou petrelaiou thn amerikh mathe na vlepeis kai paraskhniaka oso gia to poioi einai anthellhnes  ta erga twn anarxoaristerwn tous apodidoun ton titlo',10
'molwn labe anarxokoumounia gamw tis manes  sas',10
'tora pou  plisiazoun ekloges oloi oi arxigoi twn megalwn kommatwn thimithikan to provlima me tous lathrometanastes mexri na tous psifisei o malakas o kosmos kai meta na ton afisoun pali sto eleos tou theou',0
're arxidi skatiblaka  pou ksereis esi  an eimai aristeros  nd  pasok i psifizo laos  na pas na gamitheis me olo sou to soi kai tous filous sou tous mpatsous pou ebgales amesos oti eimai kai filos me lathrometanastes  mounopano skatoratsisti na psofiseis fasista me ta filarakia sou tous mpatsous  de tha lipsete se kanenan  kai tha grafo kai greeklish ama goustaro  esi eisai perissotero ellinas epeidi den grafeis greeklish  pare mia moutza tora re  ellina  tou kolou kai skase',-10
'kai ego xino tin kolotripida tis mana sou pou tin exoun skisei oi lathrometanastes kai exei skoulikiasei to mouni tis apo tis arosties pou exei kolisei sto geriko mouni tis gamimene prodoti tis elladas pou o patera sou exei piasei katsarides ston  kolo tou apo ta gamisia pou tou rixnoun oi alvanoi oi filoi sou gamo tin aristera sou pou ypostirizeis tous gay exeis piasei karkino stin kolotripida sou apo ta xisia pou sou rixnoun oi lathrometanastes oi erastes sou  tsoula',10
'eisai epieikws geloios an pisteueis pws o pao einai h omada tou kefalaiou mas exoun klepsei oi vrwmogay-roi tosa prwta8limata dexomaste  polemo apo olles tis eksousies k h adikeia einai sto petsi mas perissotero apo ka8e allh omada  mipws eisai kryfogayros k ta les auta gt oi aektsides pou 3erw syxenontai tn gayro gia auton akrivws ton logo  k epeidh dn exeis idea sth 13 e8nikistes k anarxikoi einai peripou sth mesh  ta megalia kefalia ths xryshs aughs einai panathinaikoi',0
'kai esu ypo8esh kaneis opws kai aftoi  me thn monh diafora oti yphrxe apeilh apo tous evraious an akouses kala  filososialisths den shmainei na yposthrizoume tous e8nikistes evraious  megalwse prwta kai ma8e pente pragmata a kai roufa to k@vl mou twra giati gia tis klanies sou mallon den ftaiei to kruwma alla h xalarh k0l0tr p d@ sou  ante geia',10
'fasistes ethnikistes anarxikoi oloi kremala tha thate opote skaste kai kathiste  sta ayga sas giati opoios paei  kontra sto lao thn idia moira tha exei',0
'hmoun 10 sigouros oti 8a peis gia ta greeklish telos  pantwn ee tote kuniga  tous tourkos kai tous dikous mas pou tous afinoun na pernane i perissoteroi la8rometanasten den 8eloun na minoun edw alla den mporoun na figoun kai logo tis katathlioseis kanoun listeies ktl entaksei den lew uparxoun kai autoi pou einai terma trompes alla einai mikro pososto',10
'zito rossia stalin kommounismos lathrometanastes kai  ta  kommounia  tis  elladas  mazi kato  ellada dimokratia  kai  oi ellines  mazi  fotia kai  tsekouri  stous  patriotes pouliste  ola  stous  tourkous  kai tous  germanous  e pos  sou  fainete  to  sxolio  mou  kalo  e',-10
'poia getto  autoi einai metrhmenoi sto ena xeri o pao sas gamaei  emeis exoume ena karo maximous ethnikistes sthn 13  filopoulos kai nikolakhs htan 2 apo autous  exeis 10 sthn getto  exw 200  sth 13',0
'epeidi noiazetai g ton topo pou  geni8ike kai exei asxoli8ei me tin elliniki istoria einai e8nikistria  i mipws epeidi kapoios einai ideologos den borei na anagnwrizei to siwnismo  tous clown masonous kai loipa o geloios eisai esy kai ta filarakia sou pou vazoun tabeles gia na meiwsoun kosmo pou den boreite na katevasete alliws',-10
'katse re enta3i den eida na  mas enoxloun oi negroi se tetoio vathmo opws alloi lathrometanastes',10
'akribws epeidh oi aristeroi einai antiethnikistes pou kolaei o karaiskakhs me enan aristero na ton tragoudaei einai ena ethnikistiko tragoudi o papakwnstantinou tosa xronia ektos apo ta dika tou elege k umnous tou che  kai ksafnika tragoudaei ton karaiskakh apo th mia meria  sthn allh',-10
'katarxas kargioli ethnikismos kai ipostirixi sto kratos simvadizoun giafto leo oti ise travesti ethnikistis kai defteron se pirazoun oi latinikoi xaraktires pou xrisimopio  pou tha me krinis gamo to mouni ths manas sou  pou sthn xekiliazo agramato amorfoto fasistokommounistiko skoupidi pou oute strato den exis oloklirosi re paokako pou se gamaoi o thrylos',-10
'kalhtera x a para anarxhkos  gamw esena kai olous tous prodotes sou  zthw to ethnos mas  kai poio allodapo re tous allodapous tha  tous pathsw kato an poun kati kata ths megalhs ellados  eisaste prodotes  oloi oi komounistes ston kosmo einai prodotes  blepeis sthn athina 20  ton katoikon sta patissia psufhsan xrush augh  blepeis oti o ellhnas aganakthse me kathe lathrometanasti kai allodapo  etsi  dunata ethnikes ekloges 2012  xrysh aygh',10
'vre aplita anarxokoumounia  tin sxoli ithele na aniksi gia na pane ta pedia tou  kosmou na spoudasoun  klista ine tora zoa  ta ktiria adiana ke sapizoun  tha to ekane me lefta apo to eksoteriko ke oxi apo to dimoseio provata tou lazopoulou ke tou kanaki  toulaxiston egine ke ena kalo evrekse ke plithikate',10
'krathste to anarxorap ekei pou prepei na einai re gamw to kratos k thn policemania tous',10
'ante re vlaka pou tha mas peis kai anarxofasistes o ksilouris itane aristeros pragma pou  eseis mperdeuetai tin aristera me tous anarxikous an eisai xrusaugoulo kakws eisai edw',-10
'tsekouri kai fotia sta tourkika skylia larissa gh  ethnikistiki',10
'afou eisai lathrometanastis esu giati xairesai prwto-prwto tha se fane ougk ork',10
'koitaxte den eimai e8nikisths den exw problhma me tous metanastes kai exw gnwrisei pollous kalous an8rwpous metanastes to thema einai oti o topos mas den tous shkwnei pia  de tous misw alla pana ap ola agapaw to topo mou kai tous ellhnes  epishs an 8eloun oi metanastes na mhn einai 8yma ths prokatalhpshs prepei oi idioi na dinoun kai na timwroun paradidoun sth  dikaiosynh tous sympatriwtes tous pou kleboun skotwnoun giati eksaitias tous exei dhmiourgh8ei h prokatalhpsh enantion tous',10
're file na s to po kipriaka  ekatalaves ti eipes tr  zito o fasismos  diladi zito to kefaleo ke zito o plusios na ginete pio plusios ke o ftoxos ftoxoteros  diladi zito na pe8en meriki tis pinas dulevontas gia aftus pu exun fai na fan ke oi kotes  ema8an su na lalis ena prama pu ute esi o idios den ipostirizis  ksipna tse anti  na akueis tus vlakes tus ethnikistes alli fora na eshis diki su apopsi',-10
'psofiste re  anarxokoumounia gamw to siriza kai tin aristera sas  psofos twra',10
'paidia 8a hmastan pio tyxeroi kai isws na 3anarxodan an eixe ginei sold out  apo tis prwtes wres to 8ema einai oti den egine kan sold out  osoi den phgan den katalavainoun ti exasan  kai htan enas apo tous pio sovarous logous gia tous opoious oi ac dc den 8a er8oun 3ana  mono kai pou phga niw8w tyxeros  prwti synavlia  kalyterh synavlia  synexiste na rockarete ac dc  long you may live',0
'kaimenoi toyristes sto dromo tous kleyoun oi  lathrometanastes sta taksi tous xreonoun 500 euro gia na pane apo tin akropoli sto  syntagma ) ) ) )',10
'den xwrane oi fasistes sto hip hop aderfe parto xampari kai pou sai xrusavgiti  den mporeis na legesai anthrwpos otan eisai ethnikistis ratsistis spisistis  kai sexistis stoixeia-gnwrismata gia to komma sou  upoanaptiktoi nazi (a) ntifa',-10
'me tetoio laikismo  me ola kefalaia  o kirios lazopoulos exei lampro mellon sto ethnikistiko kratidio mas  ektos an kleisoun mia kali ta kanalakia sto elladistan',-10
'kane ena search sto wikipedia kai des poios  einai o orismos tou ethnikismou  kai poios tou ethnismou exei megali diafora  min e8elotyfleis  apan8rwpos itan kai o ethnikistis hitler file mou kai alloi polloi  ehnikistes  den eimai komounistis alla oute kai ethnikistis  den anikw kapou apo to 1992-20  ipirxe stin ellada treli anaptyksi ara eixame ethniki kyvernisi ksekola to myalo sou  den iparxei ideologia  mono  stasi zwis (gamisa d )',10
'o proponitis mou pige athina me kati paidia kai apla tou ekanan merikes protaseis na tou poulisoun xapia  (pakistanoi)  zitousan kopeles n gamithoun g 5 euro mprosta tou pernan xapia poulousan ktlp lathrometanastes allo na exeis oikogeneia file mou  kai na ertheis na mineis s autin tin xwra kai allo na eisai lathrometanasteis kai na eisai mesa stin paranomia stamatiste auto to skiniko opws me tous gay kses kai autoi anthropoi einai ktlp otan kanoun kako s kapoia atoma tote sumperiferese analoga',10
'kati pezei gt akousa oti pige enas e8nikistis kai vrike to ena kai to sapise sto xorio tou  kai o allos tora kanei parees me narkomaneis kai etc',10
'opios lathrometanastis thelei mpenei mesa-yparxoun kai leoforeia gia tin metafora tous stin athina o stratos ston evro exei  kathara diakosmitiko xaraktira-giati tous taleporoun autous tous malakes kai den tous stelnoun piso stis manades tous',10
'pes mou tin diafora enws ellina e8nikisth  enws amerikanou patrioti kai enws egyptiou fanatikou  oloi einai akribos ta idia me diafora to e8nos  pisteueis oti an olos o planiths akolou8ouse tin taktikh sou 8a eixame eirini  apla 8a eimastan  arnia kai to ka8ena sto mantri tou upo tin eksousia kapion atomwn pou anti gia na koitane to sumferon tou planiti (mias kai den eimaste monoi mas pano tou)  koitane to sumferwn ths xwras tous  auto pou kanei h amerikh stin afriki asia gia paradigma',-10
'ti prodotis re vlaka  se polemo eimaste re kakomoiri  lol den eimai tourkoarvanitis ellinas eimai katharos k olas  den eimai oute imiaimos oute tpt lol  alla to gegonos oti eisai malakas kai dystyxos ellinas  (afou mas xalas ti fimi)  einai alitheia na pethaneis esy kai i mana pou se efere ston kosmo ayto i poutana kai mas ton asximeneis  me tis malakies tis ratsistikes k tis ethnikistikes  esy ti eisai re malaka  apo pou eisai  kanas vlakas athinaios ethniki pezei gamo tin ellada re',-10
'@thehateman88  to video to exw di ksana dn einai apla e8nikistes einai nazistes neonazistes k dn einai anarxikoi oi alloi antifa einai gt pane irinica k ts vrizoune oute ksilo oute tptp',-10
'vlaka ili8ie axroisth oloi vlakes ellhnes e8nikistes eimaste kai to aima kai timi to legane i progonoi mas eleos malakismena koloaristera stoixeia tsirakia pagkosmias sumaxeia praktores tis kolo tourkias malakes gamw  kai to pasok kai tin nd kai ola aima timi xrysh aygh mpenoume koufales mesa stin voulh',10
're kai ayta poy moy les einai poli malakies  oso miso tin astiki taksi stin ellada toso kai stin toyrkia  kai to sfyrodrepano poy les tha gamhsei (gia na milhso sti glossa s )  k toys toyrkoethnikistes  k oloys toys diaolemenoys  polemame gia toys laoys gia tin ergatikh taksh  k oxi gia aimatologika kathara ethnoi edo oi gennitsaroi (toyrkopoihmenoi ellhnes)  polemhsan pio sklhra toys omoaimoys ellhnes aderfoys  ara to thema einai politismiko',-10
'pedia oso gia tin istoria o xrisavgitis exei dikio allo i diktratoria tou papadopoulou h tou ioanidi argotera  (nai itan 2 xoudes oxi 1 )  kai allo to koma tou tou xitler pou eklexthike apo ton germaniko lao  (me tous opoiosdipote  laikismous kai tertipia alla eklextike)  defteron oi neonazoi einai ethnikistes kai sosialistes oi houdikoi itan ethnikistes men kapitalistes de diavaste istoria kai meta milate alios tha eiste mia zoi provata',0
'den thn brizei alla to skishmo ths shmaias einai h megalyterh atimasia  h shmaia mas den symbolizei kati e8nikistiko ksereis thn shmasia ths shmaias mas  exei 9 grammes pu symbolizun tis sylabes ths frashs  eley8eria h 8anatos  timh gia tus progwnus mas pu skwto8hkan gia emas gallanoleykh gia na 8ymizei ton panta galazio urano mas  k ta leyka synnefa  thn mple mas 8alassa k ta aspra mas kymata  kamia sxesh me e8nikistikes malakies  h shmaia mas einai o topos mas ajizei sebasmo',10
'otan les antifasistes 40 na enoeis pakistanous kourdous afganous kai kamia 200aria aplyta hasiklakia  edo oi idioi oi allodapoi sas varagane tis proalles  sas perasane lene gia hrysavgites hahahahahahhaha k  pou se 40 antifa  ckers den mporousate na kanate kala tis dimiries ton matoskylon  etoimoi gia polemo eiste re poustides  mallon gay parade tha eihate  ellas ellinon ethnikiston',10
'kai ti na leei re skouliki esy pou ekanes to vinteaki sto idio  reportaz milaei kai ethnikisths arianos  o kathenas milaei gia thn parth tou paok a.c.a.b a.c.a.b.',-10
'otan sou eksigo pia einai h diafora metaksi tou nomimou kai tou lathro-metanasti kai giati iparxi  nomos pou timori me apelasi autous pou isbaloun paranoma mesa sto spiti sou - xwra sou  gia tous logous pou anefrea parapano  kai meta erxese esu kai mou apantas oti einai adiko  tote partous spiti sou efoson to theoris toso adiko  na doume posous tha antekseis kai mi tous fortonis stous ipolipous  an den to katalabeneis auto tote exeis problima noimosinis',10
'o kokkinos stratos leei axxaaxaxaxxax mono apo thn vroma mporoun autoi  na mas kanoun kati ante na doume pote tha doume ton aplito kokkino strato na xaroume kai ligo',10
'enoeite gt oi mpatsoi einai  kathimerinoi anthropoi pou kanoun thn douleia tous p einai na kanoun to sosto kai to dikaio kai ekteloun mono diateges malakes akous enan kologero kai mia aplith as ferontan pio orea oi koloanarxikoi gt yparxei h astynomia arage p tous exoun demena ta xeria kai dn tous span sto ksilo p gia enan astynomiko p skotose ena paidi sthn ilikia m thn plhrosan tosoi ath0oi exetai to thrasos kai milate p ekapsan spitia kai katasthmata kai kapies oikogenies ekanan  maura x-mas',10
'pios kanei kako sthn ellada r blima eseis oi fasistes oi koloratsistes  katestreufete thn ellada  ethnikistes gamw tis manes sas  tipota den einai panw apo thn anthrwpotita  skata se ola ta ethnh',-10
'oxi afeli mou file oute i filiki etairia apofasise tin epanastasi tou 21 oute to eam tin antistasi o laos tin apofasise apo kato kai oi organoseis autes irthan kai edesan pano se auto to  klima deixnontas to dromo to oti mia groupa i ena koma tha apofasise tin epanastasi kai tote tha ginei xoris na iparxoun oi antikeimenikes sinthikes  apta kato  einai idealistiki anarxo mikroastiki logiki tis poutsas',10
'katavathos thelw na ginw enas vromilos enas  aplitos skilos x0ax0a0xa0x0ax0a0x00a0 klew x0a0xa0x0x00a',10
'eipa oti einai enas apo tous logous pou dn paw pia nai an htan sto xeri mou 8a to ekana fasistiko einai alla me fasistes exeis na kaneis apo th stigmh pou h 8esh ths 7 htan k einai  ( )  no politica den mporeis na skas ghpedo me ellhnikes k servikes shmaies k na shkwneis pano me politikes  (eidika otan ta pano uio8etoun e8nikistikes 8eseis)  k 8rhskeutikes anafores  (milaw gia to terastio orthodoksia se ellhnika k servika pou eixe shkw8ei  stn deutero mats me th siena sto sef fetos)',-10
'gt emeis sthn italia nomizeis nomimoi hmastan  eleos re gamwto nomizete oti h ellada einai mia megalh xwra  kai oi politikoi nomizoun oti einai mia ashmanth xwra giafto dn kanun kati na riksoun thn xrysh avgh  giati to na diwksoume an8rwpus peinasmenous kai anymporus na vroun douleia den  einai dhmokratia  poso mallon afta pou kanei h xrysh avgh stous lathrometanastes kapou mh dhmosia  ksylo file ksereis ti tha pei ksylo  oxi afto pu pezame sto dhmotiko',-10
'ti paei na pei kanenas anthropos den einai lathreos  otan kapios isbali mesa sto spiti sou apo to parathiro xoris na se rotisei pws legete  h ellas einai to spiti mas giati emeis  xisame to emai mas gia na mhni afti h xwra eleutheri kai ellhniki kai oxi oi lathrometanastes  oi lathrometanastes den endiaferonte gia thn xwra mas endiaferonte gia thn diki tous xwra  den mas theloune kai auto to apodiknioun  kathimerinos',10
'moda einai gia sena  gia mas den einai moda opws kai o  paok apo merikous blakes pozerades gkomenes flwrous  o ethnikismos ti nomizeis einai tous teleuteous mines oloi thn eidan ethnikistes me ta problimata pou exei h xwra - kai ellada na min ipirxe o paok tha  iparxei o paok einai idea',-10
' afta patheneis apo tin porpaganda ton meson mazikis katefthisnis sinsidiseon  (mme)  diavases tin theoria tou anarxo-kolektivisti bakunin kamia apolitos sxesi den exei i anarxia me afta pou  se exoun flomosei oi laoplanoi dimosiografiskoi ton megalokanalon  kamia kai sou dino to logo mou gia afto h anarxia den enexei kamia via kai kanena vandalismo  ola afta einai psemata h via kai o vandalismos einai meros tis epanastasis outos oste na exoume anarxia den einai i idia i anarxia',10
'@the455dragon h original einai anarxikoi enw  oi getto ein e8nikistes  alla ola ein mlkies h aek panw apo ola',-10
'ti les re ilithie  afta ta paidia eixan ta arxidia  na rixtoun ekei  pou esy tha katouriosouna komplexiko anarxokoumouni  an re vlaka den itan aftoi  poion tha kalouses gia voitheia e ante min sou pw kai alla',10
'pia marfin re auugo  pou oute xruso dn mporeis na eisai  pantws eisai kai gamw tous antres  me terastia arxidia wraios file aksios h ntroph ths elladas eiste autoapokaleiste k ethnikistes ti na pw re aa k oute aristeros eimai oute anarxikos oute antieksousiasths oute fasistas oute ethnososialhsths k arxidia kalavrezika  afiste thn ellada stous ksenous kalutera ta pane apo mas kai thn xounta pou 8elete na fairetai parakratikoi na thn valete sta spitia sas gelioi',-10
